provider_id,fullName,email,phoneNumber,serviceType,expertise,experienceYears,status,kycStatus,rating,totalJobsCompleted,acceptanceRate,cancellationRate,avgResponseSeconds,serviceRadiusKm,priceLevel,languages,availableSlots,createdAt,latitude,longitude,address,distance_km
66,Arvind Singh,arvind.singh.66@pequire.com,+91 6761918067,Carpentry,"sofa repair,furniture polish,window repair,modular kitchen,cabinet fix,lock fix",13,Offline,Pending,3.9,196,80,19,1824,11,budget,English,"11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-10-08T16:08:25.784364,26.413212887881944,80.28535006054337,"Barra, Kanpur",9.23
67,Aman Maurya,aman.maurya.67@pequire.com,+91 8057218666,Plumbing,"geyser repair,tap fitting,sink repair",17,Online,Pending,4.5,360,64,0,2375,22,budget,"Bhojpuri,Punjabi","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-05-21T16:08:25.784364,26.492227740698397,80.3310055500055,"Swaroop Nagar, Kanpur",3.05
68,Deepak Jain,deepak.jain.68@pequire.com,+91 8092568450,Laundry,"stain removal,woolens,dry clean",14,Online,Verified,4.7,97,80,14,401,22,premium,"Hindi,English","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2026-02-13T16:08:25.784364,26.463553630865928,80.29669435407111,"Gumti No. 5, Kanpur",5.5
69,Suresh Sharma,suresh.sharma.69@pequire.com,+91 8846847008,Carpentry,"modular kitchen,cabinet fix",20,Online,Pending,4.3,375,78,7,1801,11,standard,Punjabi,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-10-11T16:08:25.784364,26.483516679370435,80.33922968316365,"Civil Lines, Kanpur",1.78
70,Rajesh Ahmad,rajesh.ahmad.70@pequire.com,+91 6892273786,Plumbing,"geyser repair,pipe leak,toilet blockage,tap fitting,sink repair",22,Online,Verified,3.9,303,67,5,3124,19,budget,"Bhojpuri,English,Punjabi","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-04-22T16:08:25.784364,26.46530218709976,80.35263068012915,"Civil Lines, Kanpur",0.71
71,Irfan Agarwal,irfan.agarwal.71@pequire.com,+91 8712786329,Plumbing,"geyser repair,shower repair,sink repair,tap fitting",18,Online,Verified,4.9,261,73,10,3245,19,premium,"Bhojpuri,English,Punjabi","09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-06-10T16:08:25.784364,26.48337124031765,80.2939650311376,"Kakadeo, Kanpur",5.85
72,Arvind Rathore,arvind.rathore.72@pequire.com,+91 9251534814,Laundry,"carpet cleaning,curtain cleaning",7,Offline,Verified,5.0,179,83,5,2694,11,budget,"English,Punjabi,Bhojpuri","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2026-04-12T16:08:25.784364,26.470557876918022,80.29630453067189,"Gumti No. 5, Kanpur",5.47
73,Irfan Khan,irfan.khan.73@pequire.com,+91 6766069942,Laundry,"dry clean,stain removal,curtain cleaning,bridal wear,woolens",19,Offline,Verified,3.6,465,98,12,632,23,budget,English,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2026-01-06T16:08:25.784364,26.495801615807846,80.30368670217041,"Vishnupuri, Kanpur",5.44
74,Pradeep Kapoor,pradeep.kapoor.74@pequire.com,+91 8189487461,Plumbing,"toilet blockage,sink repair,water tank cleaning,shower repair",18,Online,Verified,4.9,303,71,5,836,23,budget,"Punjabi,Hindi,English","05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2026-02-19T16:08:25.784364,26.40364882997833,80.32583582326585,"Naubasta, Kanpur",7.97
75,Vishal Jain,vishal.jain.75@pequire.com,+91 6613015240,Plumbing,"sink repair,tap fitting,pipe leak,shower repair,toilet blockage,water tank cleaning",16,Online,Verified,4.2,101,100,4,1952,24,premium,English,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-05-01T16:08:25.784364,26.49170699099659,80.26989098337717,"Kalyanpur, Kanpur",8.4
76,Ajay Kapoor,ajay.kapoor.76@pequire.com,+91 6130664445,Carpentry,"bed repair,furniture polish,modular kitchen,window repair,cabinet fix,door repair",14,Online,Verified,4.6,172,62,2,2294,21,standard,Punjabi,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2025-06-07T16:08:25.784364,26.394650287956644,80.3167415337592,"Naubasta, Kanpur",9.22
77,Sumit Rathore,sumit.rathore.77@pequire.com,+91 6764255933,Carpentry,"cabinet fix,furniture polish",16,Online,Verified,3.6,138,87,20,1610,13,standard,"Punjabi,Bhojpuri,English","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-08-02T16:08:25.784364,26.427734034327127,80.30110105788849,"Govind Nagar, Kanpur",6.98
78,Imran Ahmad,imran.ahmad.78@pequire.com,+91 9776230642,Plumbing,"shower repair,sink repair,pipe leak,tap fitting,geyser repair",16,Online,Verified,4.8,162,87,13,2198,23,premium,"English,Bhojpuri,Hindi","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-10-13T16:08:25.784364,26.41011547939984,80.28366587015144,"Barra, Kanpur",9.59
79,Rajesh Mishra,rajesh.mishra.79@pequire.com,+91 9759619100,Electrical,"refrigerator,switchboard,washing machine,inverter,led light,wiring",24,Busy,Verified,4.0,156,90,32,1011,13,premium,"Hindi,Punjabi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2026-03-01T16:08:25.784364,26.43522072989415,80.40543258231332,"Jajmau, Kanpur",6.75
80,Ravi Chauhan,ravi.chauhan.80@pequire.com,+91 8455173516,Electrical,"ac repair,inverter,wiring,led light,refrigerator,washing machine",22,Offline,Verified,4.2,402,100,5,428,14,budget,Bhojpuri,"05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-12-24T16:08:25.784364,26.454172540553355,80.31878565543349,"Gumti No. 5, Kanpur",3.76
81,Manish Jain,manish.jain.81@pequire.com,+91 9283305145,Carpentry,"cabinet fix,furniture polish,window repair",15,Offline,Verified,4.4,1,81,1,908,19,budget,"English,Bhojpuri","03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-10-30T16:08:25.784364,26.47476613874696,80.2489671703954,"Panki, Kanpur",10.18
82,Rohan Ahmad,rohan.ahmad.82@pequire.com,+91 6873167814,Carpentry,"sofa repair,bed repair,furniture polish",18,Busy,Verified,3.7,1,93,17,3333,10,budget,"English,Punjabi,Bhojpuri","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2026-02-09T16:08:25.784364,26.511531119186014,80.25430735548179,"Kalyanpur, Kanpur",10.62
83,Vishal Gupta,vishal.gupta.83@pequire.com,+91 9773733700,Carpentry,"bed repair,modular kitchen,door repair,furniture polish,window repair",7,Offline,Verified,4.9,85,92,4,726,25,standard,"Bhojpuri,Hindi,Punjabi","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-05-10T16:08:25.785610,26.418980576383007,80.29071929127112,"Barra, Kanpur",8.4
84,Deepak Gupta,deepak.gupta.84@pequire.com,+91 6942988694,Electrical,"refrigerator,fan repair,washing machine",12,Online,Verified,4.3,2,72,7,3543,24,standard,Punjabi,"09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-05-05T16:08:25.785610,26.494548180441388,80.22871939168154,"Panki, Kanpur",12.45
85,Rohan Sharma,rohan.sharma.85@pequire.com,+91 8948699439,Electrical,"washing machine,refrigerator,fan repair,inverter,led light,wiring",10,Offline,Verified,4.3,5,63,9,3437,18,standard,"Punjabi,Hindi,English","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM",2025-05-31T16:08:25.785610,26.4651732254786,80.27762661040188,"Kakadeo, Kanpur",7.36
86,Imran Dwivedi,imran.dwivedi.86@pequire.com,+91 8325799495,Plumbing,"water tank cleaning,pipe leak,tap fitting",21,Online,Verified,4.9,209,72,0,2064,11,budget,Bhojpuri,"11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2026-04-08T16:08:25.785610,26.476207441166462,80.31757093558524,"Swaroop Nagar, Kanpur",3.39
87,Sanjay Shukla,sanjay.shukla.87@pequire.com,+91 7528137562,Plumbing,"water tank cleaning,shower repair,sink repair",5,Online,Verified,4.5,104,71,12,1401,9,premium,Bhojpuri,"09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-07-09T16:08:25.785610,26.426700289997218,80.30027953057528,"Govind Nagar, Kanpur",7.12
88,Sameer Sharma,sameer.sharma.88@pequire.com,+91 8390396250,Electrical,"wiring,ac repair,switchboard,washing machine,inverter,fan repair",16,Online,Verified,4.7,364,84,4,3125,21,budget,Bhojpuri,"11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2026-03-04T16:08:25.785610,26.48624122245637,80.29189200924965,"Vishnupuri, Kanpur",6.12
89,Amit Mishra,amit.mishra.89@pequire.com,+91 9214521467,Electrical,"switchboard,washing machine,ac repair,wiring",9,Online,Verified,3.7,3,88,23,1814,13,premium,Punjabi,"09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-05-21T16:08:25.785610,26.43351723668481,80.32224777811678,"Kidwai Nagar, Kanpur",5.12
90,Rohan Agarwal,rohan.agarwal.90@pequire.com,+91 7563518670,Carpentry,"furniture polish,bed repair,cabinet fix,door repair,window repair,sofa repair",21,Online,Verified,4.2,335,100,3,1717,8,budget,"Hindi,Punjabi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-09-01T16:08:25.785610,26.418843331026206,80.28021409185257,"Barra, Kanpur",9.18
91,Sameer Khan,sameer.khan.91@pequire.com,+91 7554950226,Laundry,"dry clean,carpet cleaning,curtain cleaning,steam iron,woolens,bridal wear",16,Offline,Verified,4.1,314,66,10,516,8,premium,English,"03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,01:00 PM - 03:00 PM",2025-05-20T16:08:25.785610,26.406824421926682,80.32980372769265,"Naubasta, Kanpur",7.51
92,Karan Jain,karan.jain.92@pequire.com,+91 6770632302,Electrical,"inverter,switchboard,ac repair,refrigerator,wiring",6,Offline,Verified,1.3,497,65,5,1452,6,premium,English,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-05-02T16:08:25.785610,26.443485497885153,80.40163225455377,"Jajmau, Kanpur",5.91
93,Arvind Shukla,arvind.shukla.93@pequire.com,+91 7162573890,Electrical,"washing machine,led light,wiring",18,Offline,Verified,4.7,3,72,5,159,23,budget,"Hindi,Bhojpuri","05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-08-14T16:08:25.785610,26.413633424807742,80.27950210368289,"Barra, Kanpur",9.62
94,Arjun Kapoor,arjun.kapoor.94@pequire.com,+91 9446058251,Laundry,"dry clean,curtain cleaning",7,Online,Verified,4.1,347,69,1,282,25,premium,"Hindi,Punjabi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2026-04-20T16:08:25.785610,26.415181528114342,80.32872766170115,"Kidwai Nagar, Kanpur",6.66
95,Sandeep Shukla,sandeep.shukla.95@pequire.com,+91 9011048639,Plumbing,"sink repair,geyser repair,pipe leak,toilet blockage",12,Online,Verified,4.7,48,95,0,1955,15,standard,"Hindi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-05-17T16:08:25.785610,26.452724126772175,80.29645617779835,"Govind Nagar, Kanpur",5.84
96,Sameer Saini,sameer.saini.96@pequire.com,+91 6954901193,Laundry,"bridal wear,steam iron,dry clean,carpet cleaning,stain removal,woolens",4,Busy,Pending,3.7,225,80,33,2070,22,premium,"Punjabi,Hindi,Bhojpuri","03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-05-23T16:08:25.785610,26.440092413844567,80.37562140613024,"Shyam Nagar, Kanpur",4.26
97,Ajay Khan,ajay.khan.97@pequire.com,+91 8426113998,Plumbing,"sink repair,shower repair,geyser repair,tap fitting,toilet blockage,water tank cleaning",6,Offline,Verified,4.9,268,65,12,2605,12,budget,English,"05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-10-26T16:08:25.785610,26.4230110364519,80.28337878900815,"Barra, Kanpur",8.65
98,Ravi Kushwaha,ravi.kushwaha.98@pequire.com,+91 6245690436,Carpentry,"cabinet fix,modular kitchen,window repair,lock fix,door repair,furniture polish",22,Offline,Verified,3.7,92,99,26,1487,16,budget,Punjabi,"09:00 AM - 11:00 AM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-11-12T16:08:25.785610,26.419079649346294,80.37488214787892,"Shyam Nagar, Kanpur",6.3
99,Arvind Mishra,arvind.mishra.99@pequire.com,+91 6359317742,Laundry,"bridal wear,steam iron,dry clean,woolens",21,Online,Verified,3.8,5,62,9,1563,14,budget,"English,Punjabi","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-07-20T16:08:25.785610,26.597804829404136,80.2575951015072,"Bithoor, Kanpur",16.84
100,Sanjay Agarwal,sanjay.agarwal.100@pequire.com,+91 8388495999,Plumbing,"geyser repair,shower repair,tap fitting,sink repair,toilet blockage",9,Online,Verified,4.7,20,96,3,254,24,standard,Bhojpuri,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2025-10-04T16:08:25.785610,26.44212915257504,80.29729259221011,"Govind Nagar, Kanpur",6.29
101,Deepak Yadav,deepak.yadav.101@pequire.com,+91 9256516035,Carpentry,"furniture polish,cabinet fix,window repair",22,Online,Verified,4.4,475,64,7,2198,12,standard,"Punjabi,Bhojpuri,English","01:00 PM - 03:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM",2025-10-14T16:08:25.785610,26.505701915580488,80.24748648562247,"Kalyanpur, Kanpur",11.0
102,Pradeep Mishra,pradeep.mishra.102@pequire.com,+91 6781118110,Electrical,"wiring,fan repair,refrigerator,washing machine",3,Online,Pending,3.6,108,61,24,2975,15,premium,"Punjabi,Bhojpuri","11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM",2025-11-13T16:08:25.786605,26.423687771249725,80.36092710693097,"Shyam Nagar, Kanpur",5.41
103,Pankaj Ahmad,pankaj.ahmad.103@pequire.com,+91 6045291501,Carpentry,"sofa repair,window repair",3,Offline,Verified,3.9,351,69,35,2890,13,standard,Hindi,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM",2026-02-21T16:08:25.786605,26.46571451877213,80.27586522952934,"Kakadeo, Kanpur",7.53
104,Deepak Khan,deepak.khan.104@pequire.com,+91 8478256621,Laundry,"curtain cleaning,steam iron,carpet cleaning,dry clean",16,Busy,Verified,4.1,212,96,13,1324,10,budget,"Hindi,Punjabi,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM",2025-05-07T16:08:25.786605,26.44226844568794,80.38254635679742,"Shyam Nagar, Kanpur",4.51
105,Sanjay Mishra,sanjay.mishra.105@pequire.com,+91 8787851689,Carpentry,"cabinet fix,window repair,lock fix,modular kitchen,sofa repair,furniture polish",9,Offline,Verified,4.1,308,98,4,3587,7,budget,"Bhojpuri,English","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2026-04-01T16:08:25.786605,26.46824975234048,80.30131217043817,"Kakadeo, Kanpur",4.98
106,Sanjay Maurya,sanjay.maurya.106@pequire.com,+91 7027083741,Plumbing,"shower repair,geyser repair,sink repair,water tank cleaning",25,Offline,Verified,4.9,317,77,5,1257,18,premium,"English,Bhojpuri,Punjabi","09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-06-09T16:08:25.786605,26.476041111766495,80.35278379010423,"Civil Lines, Kanpur",0.52
107,Arjun Verma,arjun.verma.107@pequire.com,+91 7728124156,Laundry,"carpet cleaning,steam iron,dry clean,bridal wear,woolens",18,Online,Verified,4.6,422,94,0,216,12,standard,Bhojpuri,"09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-05-08T16:08:25.786605,26.437326282619637,80.29268673278206,"Govind Nagar, Kanpur",6.96
108,Rajesh Chauhan,rajesh.chauhan.108@pequire.com,+91 7766739823,Carpentry,"cabinet fix,window repair,modular kitchen,lock fix",21,Online,Verified,4.8,434,77,10,1554,15,standard,Bhojpuri,"11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2025-12-16T16:08:25.786605,26.491315381429434,80.27899915419053,"Kakadeo, Kanpur",7.51
109,Manoj Kapoor,manoj.kapoor.109@pequire.com,+91 7348873973,Laundry,"curtain cleaning,woolens",10,Busy,Verified,4.4,19,95,15,1677,22,budget,"Bhojpuri,English","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-10-06T16:08:25.786605,26.440422756466106,80.2799702835318,"Govind Nagar, Kanpur",7.89
110,Jitendra Dwivedi,jitendra.dwivedi.110@pequire.com,+91 7762503236,Electrical,"washing machine,inverter,ac repair,led light,switchboard,fan repair",25,Online,Verified,3.6,163,75,22,2460,7,budget,"Bhojpuri,Punjabi","03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM",2025-12-13T16:08:25.786605,26.487723256310826,80.32137462590573,"Swaroop Nagar, Kanpur",3.47
111,Manoj Singh,manoj.singh.111@pequire.com,+91 6918564499,Carpentry,"sofa repair,lock fix,cabinet fix,window repair,furniture polish",16,Online,Verified,1.5,395,78,18,1899,22,budget,"English,Hindi","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-09-23T16:08:25.786605,26.47333347855099,80.34647481353308,"Civil Lines, Kanpur",0.51
112,Jitendra Dwivedi,jitendra.dwivedi.112@pequire.com,+91 9664913793,Electrical,"wiring,inverter,washing machine,switchboard,ac repair",7,Online,Verified,4.0,36,64,23,981,15,budget,"Hindi,Bhojpuri,Punjabi","05:00 PM - 07:00 PM,09:00 AM - 11:00 AM",2025-05-14T16:08:25.786605,26.45737647479312,80.30733718172014,"Gumti No. 5, Kanpur",4.64
113,Rohan Chauhan,rohan.chauhan.113@pequire.com,+91 8838546574,Electrical,"washing machine,switchboard,inverter",13,Offline,Pending,3.0,129,78,24,248,10,budget,Punjabi,"11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-10-02T16:08:25.789258,26.45039425885218,80.30751815459952,"Gumti No. 5, Kanpur",4.95
114,Rajesh Tiwari,rajesh.tiwari.114@pequire.com,+91 9639536067,Laundry,"dry clean,steam iron,bridal wear,carpet cleaning",24,Online,Verified,3.6,30,91,29,2863,17,premium,Bhojpuri,"11:00 AM - 01:00 PM,05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-05-15T16:08:25.789258,26.42638499753926,80.3330496191862,"Kidwai Nagar, Kanpur",5.34
115,Pradeep Saini,pradeep.saini.115@pequire.com,+91 8759130543,Electrical,"wiring,ac repair,inverter,washing machine,fan repair,switchboard",25,Online,Verified,4.3,284,83,5,3576,9,budget,"English,Bhojpuri","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2025-06-25T16:08:25.789258,26.502767510714786,80.28771694215513,"Azad Nagar, Kanpur",7.21
116,Pradeep Pandey,pradeep.pandey.116@pequire.com,+91 9894619553,Laundry,"woolens,bridal wear,carpet cleaning,dry clean,stain removal,curtain cleaning",16,Offline,Pending,3.6,303,61,31,2213,8,budget,English,"01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2025-07-07T16:08:25.789258,26.59988305505857,80.27708167395002,"Bithoor, Kanpur",16.06
117,Amit Khan,amit.khan.117@pequire.com,+91 9686465381,Carpentry,"window repair,modular kitchen,sofa repair",7,Online,Verified,4.9,428,95,15,1881,25,budget,"English,Hindi","11:00 AM - 01:00 PM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,05:00 PM - 07:00 PM",2025-06-01T16:08:25.789258,26.449500157708957,80.31741111333521,"Gumti No. 5, Kanpur",4.17
118,Imran Yadav,imran.yadav.118@pequire.com,+91 9940694084,Plumbing,"pipe leak,sink repair,toilet blockage,tap fitting",25,Online,Pending,3.6,218,79,19,2749,13,budget,"Punjabi,Hindi","11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,05:00 PM - 07:00 PM",2026-02-11T16:08:25.789258,26.602559304695426,80.26113433441492,"Bithoor, Kanpur",17.1
119,Vikas Yadav,vikas.yadav.119@pequire.com,+91 9953793632,Carpentry,"furniture polish,lock fix",3,Offline,Verified,4.5,435,90,11,2619,24,standard,Bhojpuri,"05:00 PM - 07:00 PM,01:00 PM - 03:00 PM",2025-11-13T16:08:25.789258,26.507649789603303,80.24679180317577,"Kalyanpur, Kanpur",11.14
120,Salman Ahmad,salman.ahmad.120@pequire.com,+91 6964122549,Laundry,"bridal wear,stain removal",13,Online,Verified,3.1,100,88,14,696,25,budget,"Punjabi,English","05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2025-05-21T16:08:25.789258,26.468596242620105,80.32878173218953,"Swaroop Nagar, Kanpur",2.26
121,Sunil Mishra,sunil.mishra.121@pequire.com,+91 8691688038,Plumbing,"shower repair,toilet blockage,geyser repair",10,Busy,Verified,4.8,294,95,6,3419,5,premium,Punjabi,"05:00 PM - 07:00 PM,11:00 AM - 01:00 PM,03:00 PM - 05:00 PM",2025-09-06T16:08:25.789258,26.481426417311223,80.35195813060923,"Civil Lines, Kanpur",1.1
122,Karan Verma,karan.verma.122@pequire.com,+91 7353181111,Plumbing,"pipe leak,tap fitting,water tank cleaning,toilet blockage,sink repair,shower repair",22,Offline,Verified,4.3,5,75,4,3173,17,budget,"Punjabi,English","11:00 AM - 01:00 PM,03:00 PM - 05:00 PM,01:00 PM - 03:00 PM,09:00 AM - 11:00 AM",2025-09-23T16:08:25.789258,26.421229430308788,80.282687226709,"Barra, Kanpur",8.83
123,Shakeel Sharma,shakeel.sharma.123@pequire.com,+91 7134538079,Electrical,"refrigerator,inverter,ac repair,switchboard,fan repair,wiring",7,Offline,Verified,3.0,467,81,2,3590,8,budget,"Bhojpuri,Punjabi,Hindi","01:00 PM - 03:00 PM,05:00 PM - 07:00 PM",2025-08-09T16:08:25.789258,26.47749037452983,80.2976974963311,"Kakadeo, Kanpur",5.37
124,Vishal Saini,vishal.saini.124@pequire.com,+91 9533245907,Carpentry,"lock fix,sofa repair,furniture polish,cabinet fix,bed repair",25,Online,Verified,1.9,444,62,21,3126,6,premium,"Bhojpuri,Hindi","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM",2025-06-12T16:08:25.789258,26.388944303425017,80.32413142969554,"Naubasta, Kanpur",9.58
125,Rajesh Jain,rajesh.jain.125@pequire.com,+91 9452774906,Plumbing,"tap fitting,pipe leak,shower repair",18,Online,Verified,4.6,367,84,12,1701,20,premium,"Hindi,Bhojpuri","01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM,03:00 PM - 05:00 PM",2026-02-01T16:08:25.789258,26.44539299429487,80.29846342805035,"Govind Nagar, Kanpur",6.0
126,Rajesh Yadav,rajesh.yadav.126@pequire.com,+91 7796296841,Electrical,"fan repair,led light,refrigerator,washing machine",11,Offline,Verified,4.7,64,80,13,2069,23,premium,"Punjabi,Bhojpuri","05:00 PM - 07:00 PM,09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM",2026-04-02T16:08:25.789258,26.48644646664634,80.23671080225799,"Panki, Kanpur",11.51
127,Deepak Gupta,deepak.gupta.127@pequire.com,+91 8791342855,Carpentry,"window repair,furniture polish,cabinet fix,sofa repair,bed repair,door repair",13,Busy,Pending,4.7,407,64,15,1800,17,premium,"Hindi,Bhojpuri,English","05:00 PM - 07:00 PM,03:00 PM - 05:00 PM,11:00 AM - 01:00 PM,09:00 AM - 11:00 AM",2026-03-07T16:08:25.789258,26.41225441706559,80.3280958052285,"Kidwai Nagar, Kanpur",6.99
128,Vikas Kushwaha,vikas.kushwaha.128@pequire.com,+91 8427884835,Carpentry,"modular kitchen,door repair,window repair,furniture polish,cabinet fix,bed repair",3,Online,Verified,5.0,103,62,0,2805,19,premium,"English,Punjabi,Bhojpuri","09:00 AM - 11:00 AM,01:00 PM - 03:00 PM,11:00 AM - 01:00 PM,05:00 PM - 07:00 PM",2026-04-14T16:08:25.789258,26.430370367406294,80.404399473771,"Jajmau, Kanpur",7.0
